Contrato;Empresa;Cód. Obra;Obra;Cód. Fornecedor;Fornecedor*;CPF/CNPJ Fornecedor; Objeto do Contrato;Data do Contrato;Data de Término;Situação do Contrato;Data da alteração de situação;Descrição da alteração de situação;Responsável;Situação de Autorização;Autorizado por;Cód. Tipo do Contrato;Tipo do Contrato;Total Mão de Obra;Total Material;Total;Total Medido;Saldo;Cód. Centro custo previsão;Centro custo previsão;Cód. departamento previsão;Departamento previsão;Observação da previsão;Total em Aberto;Total Sinal;Cód. Centro custo sinal;Centro custo sinal;Cód. Departamento sinal;Departamento sinal;Vencimento do sinal;Observação do sinal;Retém impostos no sinal;Total Fat. Direto;Total Fat. Direto Vinculado;Fat. direto outro(s) contrato(s);Fat. direto considera indice;Fat. direto por desconto
CTF/5104074;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3445;TECNNIKA - TECNOLOGIA EM INSTALAÇÕES PREIDIAIS LTDA (BN ENGENHARIA);48.836.637/0001-49;Mão de obra para serviços dos enterrados e embutidos em laje.;24/01/2024;10/04/2024;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 297.511,40;;R$ 297.511,40;R$ 292.219,98;R$ 5.291,42;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 5.291,42;;;;;;;;não;;;sim;não;não
CTF/5104073;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3659;LUCAS PAIVA MARCOLINO 43466100801;34.374.549/0001-68;SERVIÇO DE MANUTENÇÃO EMERGENCIAL PARA SUBSTITUIÇÃO DE UM VIDRO NO ESPAÇO ARQOS - LUCAS MARCOLINO (LM ESQUADRIAS) 100%SERVIÇO;18/01/2024;10/02/2024;Concluído;06/02/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 2.800,00;;R$ 2.800,00;R$ 2.800,00;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;5;ENGENHARIA;;;;;;;;;;não;;;não;não;não
CTF/5104072;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3433;HN MADEIRAS E COMPENSADOS;49.769.574/0001-18;MATERIAIS PARA PROTEÇÕES COLETIVAS;17/01/2024;17/01/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 16.037,00;R$ 16.037,00;R$ 10.602,40;R$ 5.434,60;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 5.434,60;;;;;;;;não;;;não;não;não
CTF/5104071;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3505;ZR SOLO GRAMPEADO LTDA;33.115.762/0001-92;Serviço emergencial de estabilização de talude em aterro - Micro estacas injetadas;13/01/2024;15/02/2024;Concluído;09/02/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 30.000,00;;R$ 30.000,00;R$ 30.000,00;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104070;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3454;MICHEL ALVES FERREIRA 33019343828;47.390.003/0001-42;AREIA  MUROS DE CONTENÇÃO 1,2,5,9,10,11;12/01/2024;12/01/2026;Concluído;01/02/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 6.372,77;R$ 6.372,77;R$ 6.372,77;;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;;;;;;;;;não;;;não;não;não
CTF/5104069;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;2727;RODRIGO CARON GARCIA 32273832842;23.476.159/0001-82;AREIA, PEDRA E PEDRISCO PARA OS MUROS  DE CONTENÇÃO 1,2,5,9,10,11 e 12;12/01/2024;12/01/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 26.417,23;R$ 26.417,23;R$ 18.801,27;R$ 7.615,96;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;AREIA, PEDRA E PEDRISCO PARA OS MUROS  DE CONTENÇÃO 1,2,5,9,10,11 e 12;R$ 7.615,96;;;;;;;;não;;;sim;não;não
CTF/5104068;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3342;BN ENGENHARIA E CONSTRUCOES LTDA;09.643.216/0001-40;"CAIXINHA DE OBRA - DESPESAS DIARIAS DA OBRA
MEDIÇÃO DE CUPONS FISCAIS";10/01/2024;10/01/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;3;MATERIAIS;;R$ 48.000,00;R$ 48.000,00;R$ 27.177,33;R$ 20.822,67;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;"CAIXINHA DE OBRA - DESPESAS DIARIAS DA OBRA
MEDIÇÃO DE CUPONS FISCAIS";R$ 20.822,67;;;;;;;;não;;;sim;não;não
CTF/5104067;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3334;JC COPIADORA E GRAFICA RAPIDA LTDA;10.369.738/0001-84;PLOTAGEM - 100% SERVIÇOS  PMG;10/01/2024;10/01/2026;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 24.000,00;;R$ 24.000,00;R$ 10.495,62;R$ 13.504,38;51016;EXECUÇÃO DE OBRA - BN;22;BN Engenharia;;R$ 13.504,38;;;;;;;;não;;;sim;não;não
CTF/510133;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3705;GA ALPHAVILLE LOCACAO DE ESPACO LTDA.;10.753.386/0001-66;LOCAÇÃO DE BOX 6M2 - GUARDE AQUI;15/02/2024;30/06/2025;Parcialmente medido;;;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 17.979,16;;R$ 17.979,16;R$ 8.945,88;R$ 9.033,28;51012;MARKETING;6;MARKETING;;R$ 9.033,28;;;;;;;;não;;;não;não;não
CTF/510132;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3697;YGOR ROSA DE LIMA DEMOLICOES;41.821.408/0001-01;DEMOLIÇÃO DA CASA DECORADA 230M2 DO ESPAÇO ARQOS - BR DEMOLIDORA 100%SERVIÇOS;09/02/2024;15/05/2024;Concluído;08/04/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 12.000,00;;R$ 12.000,00;R$ 12.000,00;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;5;ENGENHARIA;;;;;;;;;;não;;;não;não;não
CTF/5100195;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;1864;XAVIER SERVICE E TERCEIRIZACAO LTDA;38.407.849/0001-57;REEMBOLSO ABASTECIMENTO GERADOR - XAVIER;21/10/2024;21/12/2024;Parcialmente medido;;;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 799,95;;R$ 799,95;R$ 236,24;R$ 563,71;51012;MARKETING;6;MARKETING;;R$ 563,71;;;;;;;;não;;;não;não;não
CTF/5100194;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3816;FABBRICATORE SERVICOS LTDA ;54.902.902/0001-42;PROJETO COMPLEMENTAR PERSONALIZAÇÃO DAS CASAS VA.;30/09/2024;25/06/2025;Concluído;11/03/2025;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KAREN ALVES;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 40.000,00;;R$ 40.000,00;R$ 40.000,00;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;14;PLANEJAMENTO;sc1870 #1023;;;;;;;;;não;;;não;não;não
CTF/5100193;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3920;MRG PROJETOS ESTRUTURAIS E ENGENHARIA DE PROJETOS LTDA.;14.156.688/0001-08;PROJETOS ESTRUTURAIS - MRG;24/09/2024;25/12/2024;Concluído;25/11/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KAREN ALVES;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 24.600,00;;R$ 24.600,00;R$ 24.600,00;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;14;PLANEJAMENTO;;;;;;;;;;não;;;não;não;não
CTF/5100165;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;456;CATUI ENGENHARIA LTDA;07.847.697/0001-80;PROJETO ETE - CATUI;04/12/2024;15/06/2025;Concluído;24/03/2025;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KAREN ALVES;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 14.300,00;;R$ 14.300,00;R$ 14.300,00;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;14;PLANEJAMENTO;;;;;;;;;;não;;;não;não;não
CTF/5100164;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3207;VITALE, BICALHO E DIAS SOCIEDADE DE ADVOGADOS;27.977.626/0001-09;ASSESSORIA JURIDICA - VITALE, BICALHO 100SERVIÇOS;01/08/2024;01/11/2024;Concluído;26/08/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KATIA SANGALI;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 11.720,83;;R$ 11.720,83;R$ 11.720,83;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;9;JURIDICO;;;;;;;;;;não;;;não;não;não
CTF/5100163;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3044;AMAGAZINE EDITORA E PUBLICIDADE EIRELI;09.045.660/0001-63;MPRESSO/DIGITAL - 100% SERVIÇOS;10/07/2024;10/09/2024;Concluído;19/07/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 10.000,00;;R$ 10.000,00;R$ 10.000,00;;51012;MARKETING;6;MARKETING;;;;;;;;;;não;;;não;não;não
CTF/5100162;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3113;ERISVAN NASCIMENTO DOS SANTOS 03024132511;31.504.833/0001-13;SERVIÇOS DE ROÇADA - 100%SERVIÇOS;03/06/2024;25/11/2024;Concluído;12/09/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 25.000,00;;R$ 25.000,00;R$ 25.000,00;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;5;ENGENHARIA;;;;;;;;;;não;;;não;não;não
CTF/5100161;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3001;GLOBAL PROJETOS E INSTALACOES TECNICAS LTDA;17.316.165/0001-70;REVISÃO DO PROJETO DE CLIMATIZAÇÃO - GLOBAL PROJETOS;07/06/2024;07/08/2024;Concluído;25/07/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KAREN ALVES;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 3.686,00;;R$ 3.686,00;R$ 3.686,00;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;14;PLANEJAMENTO;;;;;;;;;;não;;;não;não;não
CTF/5100160;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;282;FGMF ARQUITETURA S/S;28.906.514/0001-20;REVISÃO DE PLANTAS E COMPATIBILIZAÇÃO DE PROJETOS - FGMF ARQUITETURA S/S;23/05/2024;25/06/2025;Concluído;25/03/2025;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KAREN ALVES;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 10.800,00;;R$ 10.800,00;R$ 10.800,00;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;14;PLANEJAMENTO;;;;;;;;;;não;;;não;não;não
CTF/5100159;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3816;FABBRICATORE SERVICOS LTDA ;54.902.902/0001-42;ASSESORIA PARA PERSONALIZAÇÃO DAS UNIDADES - VISTA ALTA;21/05/2024;22/09/2024;Concluído;03/09/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KAREN ALVES;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 16.000,00;;R$ 16.000,00;R$ 16.000,00;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;14;PLANEJAMENTO;;;;;;;;;;não;;;não;não;não
CTF/5100158;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3207;VITALE, BICALHO E DIAS SOCIEDADE DE ADVOGADOS;27.977.626/0001-09;HONORARIOS ADV'S - VITALE BICALHO;21/05/2024;22/12/2024;Concluído;15/08/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KATIA SANGALI;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 33.000,00;;R$ 33.000,00;R$ 33.000,00;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;9;JURIDICO;;;;;;;;;;não;;;não;não;não
CTF/5100157;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3339;L. H. M. TOPOGRAFIA S/S LTDA;05.591.464/0001-33;SERVIÇOS TOPOGRAFICOS - LHM TOPOGRAFIA;20/05/2024;25/09/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 250.291,20;R$ 99.200,00;R$ 349.491,20;R$ 216.000,00;R$ 133.491,20;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;5;ENGENHARIA;;R$ 133.491,20;;;;;;;;não;;;não;não;não
CTF/5100156;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3276;OPORTUNIDADES EM ALPHAVILLE CONSULTORIA IMOBILIARIA LTDA;32.158.502/0001-31;REEMBOLSOS - SF;07/05/2024;31/12/2024;Concluído;05/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 17.979,00;R$ 9.112,20;R$ 27.091,20;R$ 27.091,20;;51012;MARKETING;6;MARKETING;;;;;;;;;;não;;;não;não;não
CTF/5100155;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3001;GLOBAL PROJETOS E INSTALACOES TECNICAS LTDA;17.316.165/0001-70;REVISÃO DE PROJETO DE HIDRÁULICO - GLOBAL;07/05/2024;15/06/2025;Concluído;01/04/2025;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KAREN ALVES;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 22.150,00;;R$ 22.150,00;R$ 22.150,00;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;14;PLANEJAMENTO;;;;;;;;;;não;;;não;não;não
CTF/5100154;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3180;SERASA S.A.;62.173.620/0093-06;SERVIÇOS DE CONSULTA AO CRÉDITO (SISCONVEM) - SERASA;02/05/2024;02/05/2026;Parcialmente medido;;;FELIPE CHUKR;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 477,60;;R$ 477,60;R$ 268,63;R$ 208,97;51014;COMERCIAL -  VISTA ALTA;7;COMERCIAL;;R$ 208,97;;;;;;;;não;;;não;não;não
CTF/5100153;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;456;CATUI ENGENHARIA LTDA;07.847.697/0001-80;REVISÃO GERAL DA REDE DE COLETORA DE ESGOTO (INTERNA) - CATUI;02/05/2024;31/12/2024;Concluído;15/08/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KAREN ALVES;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 6.000,00;;R$ 6.000,00;R$ 6.000,00;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;14;PLANEJAMENTO;;;;;;;;;;não;;;não;não;não
CTF/5100152;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3777;FA PESSINATI GESTAO EMPRESARIAL;52.839.253/0001-57;CONSULTORIA PARA ASSESSORIA DE CRÉDITO - INNOVA;29/04/2024;15/04/2025;Parcialmente medido;11/12/2024;"Situação alterada através de liberação de medições. O contrato foi totalmente medido.

Situação alterada para inclusão de aditivo.";GUSTAVO NASCIMENTO;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 8.240,00;;R$ 8.240,00;R$ 6.220,00;R$ 2.020,00;51014;COMERCIAL -  VISTA ALTA;7;COMERCIAL;;R$ 2.020,00;;;;;;;;não;;;não;não;não
CTF/5100151;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;2841;MAXIMA MARKETING PROMOCIONAL LTDA;18.666.314/0001-93;BRINDES - MAXIMA MKT;18/04/2024;18/06/2024;Concluído;19/09/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;GUSTAVO NASCIMENTO;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 1.964,42;;R$ 1.964,42;R$ 1.964,42;;51014;COMERCIAL -  VISTA ALTA;7;COMERCIAL;;;;;;;;;;não;;;não;não;não
CTF/5100150;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3767;EMPORIO PESSANHA EIRELI;34.021.331/0001-20;EVENTOS - EMPORIO PESSANHA;10/04/2024;10/07/2024;Concluído;04/06/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;;R$ 5.488,00;R$ 5.488,00;R$ 5.488,00;;51012;MARKETING;6;MARKETING;;;;;;;;;;não;;;não;não;não
CTF/5100149;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;456;CATUI ENGENHARIA LTDA;07.847.697/0001-80;PROJETO DE EEE CONDOMINIAL - CATUI 100%SERVIÇO;16/02/2024;16/09/2024;Concluído;02/07/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;Matheus Maia Elias ;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 10.000,00;;R$ 10.000,00;R$ 10.000,00;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;14;PLANEJAMENTO;;;;;;;;;;não;;;não;não;não
CTF/5100148;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;1764;MOTOVILLE TRANSPORTES E SERV. LTDA ME;72.892.235/0001-46;FRETES - MOTOVILLE 100%SERVIÇOS;08/04/2024;08/06/2024;Concluído;16/04/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 270,00;;R$ 270,00;R$ 270,00;;51015;DESPESAS INCORPORAÇÃO -  VISTA ALTA;5;ENGENHARIA;;;;;;;;;;não;;;não;não;não
CTF/51001047;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3481;TIAGO ALVES DELLAQUA 33128012814;36.945.502/0001-32;TRANSPORTE PARA MOVIMENTAÇÃO DOS ELETRODOMÉSTICOS E DEMAIS ITENS DO ESPAÇO ARQOS PARA O BOX DE GUARDA (AL. ARAGUAIA, 732) - TOP TRANSPORTES 100%SERVIÇO;05/02/2024;15/04/2025;Concluído;25/02/2025;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 4.340,00;;R$ 4.340,00;R$ 4.340,00;;51012;MARKETING;6;MARKETING;;;;;;;;;;não;;;não;não;não
CTF/51001046;510 - SPE VISTA ALTA ALPHAVILLE LTDA;51010;PROJETO - VISTA ALTA;3276;OPORTUNIDADES EM ALPHAVILLE CONSULTORIA IMOBILIARIA LTDA;32.158.502/0001-31;COMISSÃO DE VENDAS UNIDADES (SF) : OPORTUNIDADES EM ALPHAVILLE CONSULTORIA IMOBILIARIA;05/02/2024;15/06/2025;Parcialmente medido;;;GUSTAVO NASCIMENTO;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 1.025.644,37;;R$ 1.025.644,37;R$ 846.294,00;R$ 179.350,37;51014;COMERCIAL -  VISTA ALTA;7;COMERCIAL;;R$ 179.350,37;;;;;;;;não;;;não;não;não
CTF/5000007;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;50090;DISTRITQ;2659;HIGOR ARAUJO DE OLIVEIRA 38257482862;22.012.957/0001-90;PRODUÇÃO DE FOTOS E VIDEOS - HW FILMES;26/08/2024;26/12/2024;Concluído;20/09/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 8.300,00;;R$ 8.300,00;R$ 8.300,00;;70072;DISTRITQ;6;MARKETING;;;;;;;;;;não;;;não;não;não
CTF/5000006;500 - FILIPINAS EMPREENDIMENTOS IMOBILIÁRIOS S.A.;50010;ADMINISTRATIVO;63;ADS CONTABILIDADE  - ADEMIR DE SOUZA SILVA CONTABILIDADE;30.888.247/0001-57;SERVIÇOS DE DESPACHANTE - ADS CONT;09/08/2024;09/12/2025;Parcialmente medido;10/03/2025;"Situação alterada através de liberação de medições. O contrato foi totalmente medido.

Situação alterada para inclusão de aditivo 10/03.";KATIA SANGALI;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 1.837,47;;R$ 1.837,47;R$ 1.637,47;R$ 200,00;50010;ADMINISTRATIVO;9;JURIDICO;;R$ 200,00;;;;;;;;não;;;não;não;não
CTF/5000005;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;50090;DISTRITQ;614;TOPOGRAF AGRIMENSURA LTDA;58.975.541/0001-15;TOPOGRAFIA (MDT) - TOPOGRAF 100%SERVIÇOS;15/02/2024;15/04/2024;Concluído;26/02/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;ANA PAULA MINOMO;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 5.500,00;;R$ 5.500,00;R$ 5.500,00;;70072;DISTRITQ;18;PRODUTO;;;;;;;;;;não;;;não;não;não
CTF/5000004;500 - FILIPINAS EMPREENDIMENTOS IMOBILIÁRIOS S.A.;50090;DISTRITQ;614;TOPOGRAF AGRIMENSURA LTDA;58.975.541/0001-15;TOPOGRAFIA (MDT) - TOPOGRAF 100%SERVIÇOS;15/02/2024;15/04/2024;Concluído;21/02/2024;SUBSTITUINDO PELO CTF/5000005 PARA AJUSTE NA EMPRESA;Matheus Maia Elias ;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 5.500,00;;R$ 5.500,00;;;50090;DISTRITQ;18;PRODUTO;;;;;;;;;;não;;;não;não;não
CTF/5000003;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;50090;DISTRITQ;3664;NAVARRO ADVOGADOS;04.095.385/0001-79;HONORARIOS ADV - NAVARRO ADV 100%SERVIÇOS;05/02/2024;01/05/2024;Concluído;21/02/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KATIA SANGALI;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 36.000,00;;R$ 36.000,00;R$ 36.000,00;;70072;DISTRITQ;9;JURIDICO;;;;;;;;;;não;;;não;não;não
CTF/2000003;200 - MSB PARTICIPACOES LTDA;20010;ADMINISTRATIVO;63;ADS CONTABILIDADE  - ADEMIR DE SOUZA SILVA CONTABILIDADE;30.888.247/0001-57;Atualização de email na RFB - ADS CONTABILIDADE  - ADEMIR DE SOUZA SILVA CONTABILIDADE;20/08/2024;30/12/2025;Parcialmente medido;10/03/2025;"Situação alterada através de liberação de medições. O contrato foi totalmente medido.

Situação alterada para inclusão de aditivo 10/03.";KATIA SANGALI;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 1.250,00;;R$ 1.250,00;R$ 250,00;R$ 1.000,00;20010;ADMINISTRATIVO;4;JURIDICO;;R$ 1.000,00;;;;;;;;não;;;não;não;não
CTF/2000002;200 - MSB PARTICIPACOES LTDA;20010;ADMINISTRATIVO;3139;REGUS DO BRASIL LTDA;00.910.767/0015-53;ENDEREÇO COMERCIAL.;12/01/2024;31/12/2025;Parcialmente medido;17/12/2024;Contrato novamente ativado devido solicitação Jurídico.;ADRIANA;Aprovada;WELISON DE OLIVEIRA SOUSA;1;MATERIAIS E MÃO DE OBRA;R$ 6.528,00;;R$ 6.528,00;R$ 4.035,00;R$ 2.493,00;20010;ADMINISTRATIVO;4;JURIDICO;ENDEREÇO COMERCIAL.;R$ 2.493,00;;;;;;;;não;;;não;não;não
CTF/1200078;120 - TAG BOM SUCESSO EMPREENDIMENTOS IMOBILIARIOS LTDA.;12010;PROJETO TAG;458;CAVU TOPOGRAFIA E CONSTRUTORA LTDA;59.083.642/0001-44;ELABORAÇÃO DE PLANTA E MEMORIAL DESCRITIVO - CAVU;11/12/2024;11/02/2025;Concluído;17/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;ANA PAULA MINOMO;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 4.750,00;;R$ 4.750,00;R$ 4.750,00;;12020;INCORPORAÇÃO/LOTEAMENTO;18;PRODUTO;;;;;;;;;;não;;;não;não;não
CTF/1200077;120 - TAG BOM SUCESSO EMPREENDIMENTOS IMOBILIARIOS LTDA.;12010;PROJETO TAG;1647;GEPRO ENGENHARIA LTDA;56.567.241/0001-71;PROJETO DE OBRAS DE ARTE ESPECIAL (PONTE) - GEPRO ENGENHARIA;16/10/2024;25/12/2024;Concluído;17/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KAREN ALVES;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 28.500,00;;R$ 28.500,00;R$ 28.500,00;;12020;INCORPORAÇÃO/LOTEAMENTO;14;PLANEJAMENTO;"PROJETO PONTES
SC1946 #1233";;;;;;;;;não;;;não;não;não
